#Orgánica,,Programa,,Subconcepto,,Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Presupuesto inicial (Proyecto Ppto.)
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22603,PUBLIZITATEA ETA PROPAGANDA,220,2,2,26000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22604,GASTU JURIDIKOAK,220,2,2,5000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22605,BILERAK ETA BATZARRAK,220,2,2,55000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22699,BESTELAKO GASTUAK,220,2,2,17000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,220,2,2,115000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22707,AZTERLAN ETA LAN TEKNIKOAK,220,2,2,77700
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22712,ZERBITZU INFORMATIKOAK,220,2,2,3500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22713,KOMUNIKAZIO ETA IRUDI ZERBITZUAK EMATEA,220,2,2,3000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22717,BIDAI AGENTZIETAKO ZERBITZUAK,220,2,2,3000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,220,2,2,14500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,220,2,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22740,GIZARTE EKINTZA ZERBITZUAK,220,2,2,233700
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22751,HEZKUNTZA ZERBITZUAK,220,2,2,99400
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22756,KULTUREN ARTEKO KUDEAKETA ZERBITZUAK,220,2,2,23000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",220,2,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,220,2,4,40000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,220,2,4,83000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,62501,ZERBITZU PUBLIKORAKO ALTZARIAK,220,2,6,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,62599,ZERBITZU PUBLIKORAKO BESTE TRESNA BATZUK,220,2,6,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,62901,ZERBITZU PUBLIKORAKO BESTE INBERTSIO BATZUK,220,2,6,12000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2317,EMAKUMEENTZAKO GIZARTE URGAZPENA,64409,APLICACIONES INFORMÁTICAS (TALDEKO ERAKUNDEAK),220,2,6,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,220,2,1,59787
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,12101,LANTOKI OSAGARRIA,220,2,1,26265
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,12102,OSAGARRI BEREZIA,220,2,1,63730
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,12103,PRODUKTIBITATE OSAGARRIA,220,2,1,3858
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,16001,GIZARTE SEGURANTZA,220,2,1,35405
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,16004,ELKARKIDETZAKO KUOTAK,220,2,1,2852
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,220,2,2,1500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,20401,ALTZARIEN ETA TRESNEN ERRENTAMENDUA,220,2,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,220,2,2,6640
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22106,ELIKAGAIEN HORNIDURA,220,2,2,400
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22199,BESTELAKO HORNIDURAK,220,2,2,3500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22408,ERANTZUKIZUN ZIBILEKO ASEGURUAK,220,2,2,5000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22504,ESTATUAREN TRIBUTUAK,220,2,2,1500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22601,KANONAK,220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22603,PUBLIZITATEA ETA PROPAGANDA,220,2,2,11500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22605,BILERAK ETA BATZARRAK,220,2,2,11500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22606,GIZARTE ETA KULTUR JARDUERAK,220,2,2,10000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22607,BESTE ENTE BATZUETAKO PARTAIDETZA-KUOTAK,220,2,2,12300
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22699,BESTELAKO GASTUAK,220,2,2,4500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,220,2,2,12500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22707,AZTERLAN ETA LAN TEKNIKOAK,220,2,2,11400
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22708,GARRAIOETAKO KONTRATUAK,220,2,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22712,ZERBITZU INFORMATIKOAK,220,2,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22713,KOMUNIKAZIO ETA IRUDI ZERBITZUAK EMATEA,220,2,2,3000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,220,2,2,5000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,220,2,2,5100
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,220,2,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22751,HEZKUNTZA ZERBITZUAK,220,2,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22756,KULTUREN ARTEKO KUDEAKETA ZERBITZUAK,220,2,2,11000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,220,2,2,5000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",220,2,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,41101,EUSKAL HERRIKO UNIBERTSITATEARENTZAKO TRANSFERENTZIA,220,2,4,10000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,220,2,4,1357200
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",2319,NAZIOARTEKO GARAPENERAKO LANKIDETZARAKO LAGUNTZAK,78199,KAPITAL TRANSFERENTZIAK IRABAZI ASMORIK GABEKO ERAKUNDEEI,220,2,7,786500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,220,3,1,91997
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,12101,LANTOKI OSAGARRIA,220,3,1,36207
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,12102,OSAGARRI BEREZIA,220,3,1,130611
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,12103,PRODUKTIBITATE OSAGARRIA,220,3,1,23088
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,16001,GIZARTE SEGURANTZA,220,3,1,69465
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,16004,ELKARKIDETZAKO KUOTAK,220,3,1,4202
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,20101,ERAIKINEN ETA BESTELAKO ERAIKUNTZEN ERRENTAMENDUA,220,3,2,10000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,220,3,2,451200
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,220,3,2,200000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,21901,BESTELAKO IBILGETU MATERIALAREN IRAUNARAZPENA,220,3,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22199,BESTELAKO HORNIDURAK,220,3,2,99100
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22301,GARRAIOAK,220,3,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22408,ERANTZUKIZUN ZIBILEKO ASEGURUAK,220,3,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22502,BIZKAIKO TRIBUTUAK,220,3,2,9000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22601,KANONAK,220,3,2,80000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22602,PROTOKOLO ETA ORDEZKARITZAKO ARRETA,220,3,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22603,PUBLIZITATEA ETA PROPAGANDA,220,3,2,38750
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22610,KALTE-ORDAINAK,220,3,2,500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22699,BESTELAKO GASTUAK,220,3,2,82700
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22702,SEGURTASUNA,220,3,2,104000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,220,3,2,1440135
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22707,AZTERLAN ETA LAN TEKNIKOAK,220,3,2,21415
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22712,ZERBITZU INFORMATIKOAK,220,3,2,1000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22713,KOMUNIKAZIO ETA IRUDI ZERBITZUAK EMATEA,220,3,2,39500
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22717,BIDAI AGENTZIETAKO ZERBITZUAK,220,3,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22720,ITZULPEN ETA INTERPRETARITZA ZERBITZUAK,220,3,2,4550
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22723,ZERBITZUAK:ARGIAK ETA SOINUAK,220,3,2,335700
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,220,3,2,76150
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,23001,"BIDAI SARIAK, PERTSONALAREN GARRAIOA ETA LOKOMOZIOA",220,3,2,2000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,48099,BESTE TRANSFERENTZIA ARRUNT BATZUK FAMILIEI,220,3,4,5000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",3381,JAI HERRIKOIAK,48199,BESTE TRANSFERENTZIA ARRUNT BATZUK IRABAZI ASMORIK GABEKO ERAKUNDEETARA,220,3,4,109400
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",9241,HERRITARREN PARTE-HARTZEA,22199,BESTELAKO HORNIDURAK,220,9,2,4000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",9241,HERRITARREN PARTE-HARTZEA,22704,GIZARTE ETA KULTUR ARLOKO KONTRATUAK,220,9,2,55000
220,"BERDINTASUN,LANKIDETZA,BIZIKIDETZA,JAIAK",9241,HERRITARREN PARTE-HARTZEA,22707,AZTERLAN ETA LAN TEKNIKOAK,220,9,2,36000
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,43302,TRANSFERENTZIA ARRUNTAK SURBISARA,310,1,4,1560500
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,310,1,6,959780.04
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1514,DEGRADATUTAKO ESPAZIOAK BIRGAITZEA,73302,KAPITAL TRANSFERENTZIAK SURBISARI,310,1,7,1530000
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,310,1,1,136044
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,12101,LANTOKI OSAGARRIA,310,1,1,50077
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,12102,OSAGARRI BEREZIA,310,1,1,140430
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,12103,PRODUKTIBITATE OSAGARRIA,310,1,1,27979
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,16001,GIZARTE SEGURANTZA,310,1,1,82621
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,16004,ELKARKIDETZAKO KUOTAK,310,1,1,4736
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,310,1,2,4976190
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1532,BIDE PUBLIKOEN ZOLAKETA,22504,ESTATUAREN TRIBUTUAK,310,1,2,7303
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,310,1,1,451753
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,12101,LANTOKI OSAGARRIA,310,1,1,205064
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,12102,OSAGARRI BEREZIA,310,1,1,518869
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,12103,PRODUKTIBITATE OSAGARRIA,310,1,1,59343
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,16001,GIZARTE SEGURANTZA,310,1,1,271079
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,16004,ELKARKIDETZAKO KUOTAK,310,1,1,15155
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,22504,ESTATUAREN TRIBUTUAK,310,1,2,6600
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1533,HIRIKO ESPAZIOEN URBANIZAZIOA ETA HORIETAKO AZPIEGITURAK,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,310,1,6,20486528
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,310,1,1,465688
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,12101,LANTOKI OSAGARRIA,310,1,1,190604
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,12102,OSAGARRI BEREZIA,310,1,1,594663
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,12103,PRODUKTIBITATE OSAGARRIA,310,1,1,79904
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,12104,HABOROKINAK,310,1,1,10094
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,16001,GIZARTE SEGURANTZA,310,1,1,316610
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,16004,ELKARKIDETZAKO KUOTAK,310,1,1,25137
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,20901,BESTELAKO IBILGETU MATERIALAREN ERRENTAMENDUA,310,1,2,20800
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,21001,AZPIEGITUREN ETA ONDASUN NATURALEN IRAUNARAZPENA,310,1,2,1183437
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,22504,ESTATUAREN TRIBUTUAK,310,1,2,30019
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,22707,AZTERLAN ETA LAN TEKNIKOAK,310,1,2,109000
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,22799,KANPOKO ENPRESEK EGINDAKO BESTELAKO LANAK,310,1,2,35000
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1534,HIRIKO ESPAZIOETAKO HORNIDURAK ETA INSTALAZIOAK,60101,ERABILERA OROKORRERAKO AZPIEGITURA ETA URBANIZAZIOA,310,1,6,30000
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1601,ESTOLDERIA,12001,FUNTZIONARIOEN OINARRIZKO SOLDATAK,310,1,1,66380
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1601,ESTOLDERIA,12101,LANTOKI OSAGARRIA,310,1,1,30147
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1601,ESTOLDERIA,12102,OSAGARRI BEREZIA,310,1,1,84793
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1601,ESTOLDERIA,12103,PRODUKTIBITATE OSAGARRIA,310,1,1,8549
310,"OBRA,ZERBITZU, HIRI ERABERRITZE, ESPAZIO PUBLIKOA",1601,ESTOLDERIA,16001,GIZARTE SEGURANTZA,310,1,1,40028
